code,code_type,description,code_class
I70.535,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of foot,pvd
I70.538,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of lower leg,pvd
I70.539,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of unspecified site,pvd
I70.541,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of thigh,pvd
I70.542,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of calf,pvd
I70.543,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of ankle,pvd
I70.544,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of heel and midfoot,pvd
I70.545,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of foot,pvd
I70.548,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of lower leg,pvd
I70.549,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of unspecified site,pvd
I70.55,ICD10CM,Atherosclerosis of nonautologous biological bypass graft(s) of other extremity with ulceration,pvd
I70.561,ICD10CM,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, right leg",pvd
I70.562,ICD10CM,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, left leg",pvd
I70.563,ICD10CM,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, bilateral legs",pvd
I70.568,ICD10CM,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, other extremity",pvd
I70.569,ICD10CM,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, unspecified extremity",pvd
I70.591,ICD10CM,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, right leg",pvd
I70.592,ICD10CM,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, left leg",pvd
I70.593,ICD10CM,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, bilateral legs",pvd
I70.598,ICD10CM,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, other extremity",pvd
I70.599,ICD10CM,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, unspecified extremity",pvd
I70.601,ICD10CM,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, right leg",pvd
I70.602,ICD10CM,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, left leg",pvd
I70.603,ICD10CM,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, bilateral legs",pvd
I70.608,ICD10CM,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, other extremity",pvd
I70.609,ICD10CM,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, unspecified extremity",pvd
I70.611,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, right leg",pvd
I70.612,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, left leg",pvd
I70.613,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, bilateral legs",pvd
I70.618,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, other extremity",pvd
I70.619,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, unspecified extremity",pvd
I70.621,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with rest pain, right leg",pvd
I70.622,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with rest pain, left leg",pvd
I70.623,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with rest pain, bilateral legs",pvd
I70.628,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with rest pain, other extremity",pvd
I70.629,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with rest pain, unspecified extremity",pvd
I70.631,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of thigh,pvd
I70.632,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of calf,pvd
I70.633,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of ankle,pvd
I70.634,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of heel and midfoot,pvd
I70.635,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of other part of foot,pvd
I70.638,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of other part of lower leg,pvd
I70.639,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of unspecified site,pvd
I70.641,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of thigh,pvd
I70.642,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of calf,pvd
I70.643,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of ankle,pvd
I70.644,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of heel and midfoot,pvd
I70.645,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of other part of foot,pvd
I70.648,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of other part of lower leg,pvd
I70.649,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of unspecified site,pvd
I70.65,ICD10CM,Atherosclerosis of nonbiological bypass graft(s) of other extremity with ulceration,pvd
I70.661,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, right leg",pvd
I70.662,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, left leg",pvd
I70.663,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, bilateral legs",pvd
I70.668,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, other extremity",pvd
I70.669,ICD10CM,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, unspecified extremity",pvd
I70.691,ICD10CM,"Other atherosclerosis of nonbiological bypass graft(s) of the extremities, right leg",pvd
I70.692,ICD10CM,"Other atherosclerosis of nonbiological bypass graft(s) of the extremities, left leg",pvd
I70.693,ICD10CM,"Other atherosclerosis of nonbiological bypass graft(s) of the extremities, bilateral legs",pvd
I70.698,ICD10CM,"Other atherosclerosis of nonbiological bypass graft(s) of the extremities, other extremity",pvd
I70.699,ICD10CM,"Other atherosclerosis of nonbiological bypass graft(s) of the extremities, unspecified extremity",pvd
I70.701,ICD10CM,"Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, right leg",pvd
I70.702,ICD10CM,"Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, left leg",pvd
I70.703,ICD10CM,"Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, bilateral legs",pvd
I70.708,ICD10CM,"Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, other extremity",pvd
I70.709,ICD10CM,"Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, unspecified extremity",pvd
I70.711,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, right leg",pvd
I70.712,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, left leg",pvd
I70.713,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, bilateral legs",pvd
I70.718,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, other extremity",pvd
I70.719,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, unspecified extremity",pvd
I70.721,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, right leg",pvd
I70.722,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, left leg",pvd
I70.723,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, bilateral legs",pvd
I70.728,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, other extremity",pvd
I70.729,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, unspecified extremity",pvd
I70.731,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of thigh,pvd
I70.732,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of calf,pvd
I70.733,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of ankle,pvd
I70.734,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of heel and midfoot,pvd
I70.735,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of other part of foot,pvd
I70.738,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of other part of lower leg,pvd
I70.739,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of unspecified site,pvd
I70.741,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of thigh,pvd
I70.742,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of calf,pvd
I70.743,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of ankle,pvd
I70.744,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of heel and midfoot,pvd
I70.745,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of foot,pvd
I70.748,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of lower leg,pvd
I70.749,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of unspecified site,pvd
I70.75,ICD10CM,Atherosclerosis of other type of bypass graft(s) of other extremity with ulceration,pvd
I70.761,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, right leg",pvd
I70.762,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, left leg",pvd
I70.763,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, bilateral legs",pvd
I70.768,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, other extremity",pvd
I70.769,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, unspecified extremity",pvd
I70.791,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, right leg",pvd
I70.792,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, left leg",pvd
I70.793,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, bilateral legs",pvd
I70.798,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, other extremity",pvd
I70.799,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, unspecified extremity",pvd
I70.90,ICD10CM,Unspecified atherosclerosis,pvd
I71.6,ICD10CM,"Thoracoabdominal aortic aneurysm, without rupture",pvd
I71.9,ICD10CM,"Aortic aneurysm of unspecified site, without rupture",pvd
Z95.818,ICD10CM,Presence of other cardiac implants and grafts,pvd
Z95.810,ICD10CM,Presence of automatic (implantable) cardiac defibrillator,pvd
Z95.811,ICD10CM,Presence of heart assist device,pvd
Z95.812,ICD10CM,Presence of fully implantable artificial heart,pvd
Z95.828,ICD10CM,Presence of other vascular implants and grafts,pvd
Z95.820,ICD10CM,Peripheral vascular angioplasty status with implants and grafts,pvd
I70.238,ICD10CM,Atherosclerosis of native arteries of right leg with ulceration of other part of lower leg,pvd
I70.248,ICD10CM,Atherosclerosis of native arteries of left leg with ulceration of other part of lower leg,pvd
I71.00,ICD10CM,Dissection of unspecified site of aorta,pvd
I70.8,ICD10CM,Atherosclerosis of other arteries,pvd
I79.0,ICD10CM,Aneurysm of aorta in diseases classified elsewhere,pvd
K55.8,ICD10CM,Other vascular disorders of intestine,pvd
K55.9,ICD10CM,"Vascular disorder of intestine, unspecified",pvd
Z95.9,ICD10CM,"Presence of cardiac and vascular implant and graft, unspecified",pvd
K55.1,ICD10CM,Chronic vascular disorders of intestine,pvd
I71.8,ICD10CM,"Aortic aneurysm of unspecified site, ruptured",pvd
I71.02,ICD10CM,Dissection of abdominal aorta,pvd
I71.03,ICD10CM,Dissection of thoracoabdominal aorta,pvd
I70.92,ICD10CM,Chronic total occlusion of artery of the extremities,pvd
I73.81,ICD10CM,Erythromelalgia,pvd
I70.91,ICD10CM,Generalized atherosclerosis,pvd
I73.89,ICD10CM,Other specified peripheral vascular diseases,pvd
I77.1,ICD10CM,Stricture of artery,pvd
I73.1,ICD10CM,Thromboangiitis obliterans [Buerger's disease],pvd
I73.9,ICD10CM,"Peripheral vascular disease, unspecified",pvd
I70.0,ICD10CM,Atherosclerosis of aorta,pvd
I70.1,ICD10CM,Atherosclerosis of renal artery,pvd
I71.1,ICD10CM,"Thoracic aortic aneurysm, ruptured",pvd
I71.4,ICD10CM,"Abdominal aortic aneurysm, without rupture",pvd
I71.3,ICD10CM,"Abdominal aortic aneurysm, ruptured",pvd
I71.5,ICD10CM,"Thoracoabdominal aortic aneurysm, ruptured",pvd
I71.2,ICD10CM,"Thoracic aortic aneurysm, without rupture",pvd
I71.01,ICD10CM,Dissection of thoracic aorta,pvd
I10,ICD10CM,Essential (primary) hypertension,hypunc
I11.9,ICD10CM,Hypertensive heart disease without heart failure,hypc
I12.0,ICD10CM,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,hypc
I12.9,ICD10CM,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",hypc
I13.0,ICD10CM,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",hypc
I13.10,ICD10CM,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",hypc
I13.11,ICD10CM,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",hypc
I13.2,ICD10CM,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",hypc
