code,code_type,description,code_class
I70.748,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of lower leg,pvd
I70.749,ICD10CM,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of unspecified site,pvd
I70.75,ICD10CM,Atherosclerosis of other type of bypass graft(s) of other extremity with ulceration,pvd
I70.761,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, right leg",pvd
I70.762,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, left leg",pvd
I70.763,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, bilateral legs",pvd
I70.768,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, other extremity",pvd
I70.769,ICD10CM,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, unspecified extremity",pvd
I70.791,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, right leg",pvd
I70.792,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, left leg",pvd
I70.793,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, bilateral legs",pvd
I70.798,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, other extremity",pvd
I70.799,ICD10CM,"Other atherosclerosis of other type of bypass graft(s) of the extremities, unspecified extremity",pvd
I70.90,ICD10CM,Unspecified atherosclerosis,pvd
I71.6,ICD10CM,"Thoracoabdominal aortic aneurysm, without rupture",pvd
I71.9,ICD10CM,"Aortic aneurysm of unspecified site, without rupture",pvd
Z95.818,ICD10CM,Presence of other cardiac implants and grafts,pvd
Z95.810,ICD10CM,Presence of automatic (implantable) cardiac defibrillator,pvd
Z95.811,ICD10CM,Presence of heart assist device,pvd
Z95.812,ICD10CM,Presence of fully implantable artificial heart,pvd
Z95.828,ICD10CM,Presence of other vascular implants and grafts,pvd
Z95.820,ICD10CM,Peripheral vascular angioplasty status with implants and grafts,pvd
I70.238,ICD10CM,Atherosclerosis of native arteries of right leg with ulceration of other part of lower leg,pvd
I70.248,ICD10CM,Atherosclerosis of native arteries of left leg with ulceration of other part of lower leg,pvd
I71.00,ICD10CM,Dissection of unspecified site of aorta,pvd
I70.8,ICD10CM,Atherosclerosis of other arteries,pvd
I79.0,ICD10CM,Aneurysm of aorta in diseases classified elsewhere,pvd
K55.8,ICD10CM,Other vascular disorders of intestine,pvd
K55.9,ICD10CM,"Vascular disorder of intestine, unspecified",pvd
Z95.9,ICD10CM,"Presence of cardiac and vascular implant and graft, unspecified",pvd
K55.1,ICD10CM,Chronic vascular disorders of intestine,pvd
I71.8,ICD10CM,"Aortic aneurysm of unspecified site, ruptured",pvd
I71.02,ICD10CM,Dissection of abdominal aorta,pvd
I71.03,ICD10CM,Dissection of thoracoabdominal aorta,pvd
I70.92,ICD10CM,Chronic total occlusion of artery of the extremities,pvd
I73.81,ICD10CM,Erythromelalgia,pvd
I70.91,ICD10CM,Generalized atherosclerosis,pvd
I73.89,ICD10CM,Other specified peripheral vascular diseases,pvd
I77.1,ICD10CM,Stricture of artery,pvd
I73.1,ICD10CM,Thromboangiitis obliterans [Buerger's disease],pvd
I73.9,ICD10CM,"Peripheral vascular disease, unspecified",pvd
I70.0,ICD10CM,Atherosclerosis of aorta,pvd
I70.1,ICD10CM,Atherosclerosis of renal artery,pvd
I71.1,ICD10CM,"Thoracic aortic aneurysm, ruptured",pvd
I71.4,ICD10CM,"Abdominal aortic aneurysm, without rupture",pvd
I71.3,ICD10CM,"Abdominal aortic aneurysm, ruptured",pvd
I71.5,ICD10CM,"Thoracoabdominal aortic aneurysm, ruptured",pvd
I71.2,ICD10CM,"Thoracic aortic aneurysm, without rupture",pvd
I71.01,ICD10CM,Dissection of thoracic aorta,pvd
H34.00,ICD10CM,"Transient retinal artery occlusion, unspecified eye",cevd
H34.01,ICD10CM,"Transient retinal artery occlusion, right eye",cevd
H34.02,ICD10CM,"Transient retinal artery occlusion, left eye",cevd
H34.03,ICD10CM,"Transient retinal artery occlusion, bilateral",cevd
I60.00,ICD10CM,Nontraumatic subarachnoid hemorrhage from unspecified carotid siphon and bifurcation,cevd
I60.01,ICD10CM,Nontraumatic subarachnoid hemorrhage from right carotid siphon and bifurcation,cevd
I60.02,ICD10CM,Nontraumatic subarachnoid hemorrhage from left carotid siphon and bifurcation,cevd
I60.10,ICD10CM,Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery,cevd
I60.11,ICD10CM,Nontraumatic subarachnoid hemorrhage from right middle cerebral artery,cevd
I60.12,ICD10CM,Nontraumatic subarachnoid hemorrhage from left middle cerebral artery,cevd
I60.2,ICD10CM,Nontraumatic subarachnoid hemorrhage from anterior communicating artery,cevd
I60.30,ICD10CM,Nontraumatic subarachnoid hemorrhage from unspecified posterior communicating artery,cevd
I60.31,ICD10CM,Nontraumatic subarachnoid hemorrhage from right posterior communicating artery,cevd
I60.32,ICD10CM,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery,cevd
I60.4,ICD10CM,Nontraumatic subarachnoid hemorrhage from basilar artery,cevd
I60.50,ICD10CM,Nontraumatic subarachnoid hemorrhage from unspecified vertebral artery,cevd
I60.51,ICD10CM,Nontraumatic subarachnoid hemorrhage from right vertebral artery,cevd
I60.52,ICD10CM,Nontraumatic subarachnoid hemorrhage from left vertebral artery,cevd
I60.6,ICD10CM,Nontraumatic subarachnoid hemorrhage from other intracranial arteries,cevd
I60.7,ICD10CM,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery,cevd
I60.8,ICD10CM,Other nontraumatic subarachnoid hemorrhage,cevd
I61.2,ICD10CM,"Nontraumatic intracerebral hemorrhage in hemisphere, unspecified",cevd
I61.5,ICD10CM,"Nontraumatic intracerebral hemorrhage, intraventricular",cevd
I61.6,ICD10CM,"Nontraumatic intracerebral hemorrhage, multiple localized",cevd
I61.8,ICD10CM,Other nontraumatic intracerebral hemorrhage,cevd
I62.02,ICD10CM,Nontraumatic subacute subdural hemorrhage,cevd
I62.03,ICD10CM,Nontraumatic chronic subdural hemorrhage,cevd
I63.00,ICD10CM,Cerebral infarction due to thrombosis of unspecified precerebral artery,cevd
I63.011,ICD10CM,Cerebral infarction due to thrombosis of right vertebral artery,cevd
I63.012,ICD10CM,Cerebral infarction due to thrombosis of left vertebral artery,cevd
I63.019,ICD10CM,Cerebral infarction due to thrombosis of unspecified vertebral artery,cevd
I63.02,ICD10CM,Cerebral infarction due to thrombosis of basilar artery,cevd
I63.031,ICD10CM,Cerebral infarction due to thrombosis of right carotid artery,cevd
I63.032,ICD10CM,Cerebral infarction due to thrombosis of left carotid artery,cevd
I63.039,ICD10CM,Cerebral infarction due to thrombosis of unspecified carotid artery,cevd
I63.09,ICD10CM,Cerebral infarction due to thrombosis of other precerebral artery,cevd
I63.10,ICD10CM,Cerebral infarction due to embolism of unspecified precerebral artery,cevd
I63.111,ICD10CM,Cerebral infarction due to embolism of right vertebral artery,cevd
I63.112,ICD10CM,Cerebral infarction due to embolism of left vertebral artery,cevd
I63.119,ICD10CM,Cerebral infarction due to embolism of unspecified vertebral artery,cevd
I63.12,ICD10CM,Cerebral infarction due to embolism of basilar artery,cevd
I63.131,ICD10CM,Cerebral infarction due to embolism of right carotid artery,cevd
I63.132,ICD10CM,Cerebral infarction due to embolism of left carotid artery,cevd
I63.139,ICD10CM,Cerebral infarction due to embolism of unspecified carotid artery,cevd
I63.19,ICD10CM,Cerebral infarction due to embolism of other precerebral artery,cevd
I63.20,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries,cevd
I63.211,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery,cevd
I63.212,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery,cevd
I63.219,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery,cevd
I63.22,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of basilar artery,cevd
I63.231,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries,cevd
I63.232,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries,cevd
I63.239,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery,cevd
I63.30,ICD10CM,Cerebral infarction due to thrombosis of unspecified cerebral artery,cevd
I63.311,ICD10CM,Cerebral infarction due to thrombosis of right middle cerebral artery,cevd
I63.312,ICD10CM,Cerebral infarction due to thrombosis of left middle cerebral artery,cevd
I63.319,ICD10CM,Cerebral infarction due to thrombosis of unspecified middle cerebral artery,cevd
I63.321,ICD10CM,Cerebral infarction due to thrombosis of right anterior cerebral artery,cevd
I63.322,ICD10CM,Cerebral infarction due to thrombosis of left anterior cerebral artery,cevd
I63.329,ICD10CM,Cerebral infarction due to thrombosis of unspecified anterior cerebral artery,cevd
I63.331,ICD10CM,Cerebral infarction due to thrombosis of right posterior cerebral artery,cevd
I63.332,ICD10CM,Cerebral infarction due to thrombosis of left posterior cerebral artery,cevd
I63.339,ICD10CM,Cerebral infarction due to thrombosis of unspecified posterior cerebral artery,cevd
I63.341,ICD10CM,Cerebral infarction due to thrombosis of right cerebellar artery,cevd
I63.342,ICD10CM,Cerebral infarction due to thrombosis of left cerebellar artery,cevd
I63.349,ICD10CM,Cerebral infarction due to thrombosis of unspecified cerebellar artery,cevd
I63.39,ICD10CM,Cerebral infarction due to thrombosis of other cerebral artery,cevd
I63.40,ICD10CM,Cerebral infarction due to embolism of unspecified cerebral artery,cevd
I63.411,ICD10CM,Cerebral infarction due to embolism of right middle cerebral artery,cevd
I63.412,ICD10CM,Cerebral infarction due to embolism of left middle cerebral artery,cevd
I63.419,ICD10CM,Cerebral infarction due to embolism of unspecified middle cerebral artery,cevd
I63.421,ICD10CM,Cerebral infarction due to embolism of right anterior cerebral artery,cevd
I63.422,ICD10CM,Cerebral infarction due to embolism of left anterior cerebral artery,cevd
I63.429,ICD10CM,Cerebral infarction due to embolism of unspecified anterior cerebral artery,cevd
I63.431,ICD10CM,Cerebral infarction due to embolism of right posterior cerebral artery,cevd
I63.432,ICD10CM,Cerebral infarction due to embolism of left posterior cerebral artery,cevd
I63.439,ICD10CM,Cerebral infarction due to embolism of unspecified posterior cerebral artery,cevd
I63.441,ICD10CM,Cerebral infarction due to embolism of right cerebellar artery,cevd
I63.442,ICD10CM,Cerebral infarction due to embolism of left cerebellar artery,cevd
I63.449,ICD10CM,Cerebral infarction due to embolism of unspecified cerebellar artery,cevd
I63.49,ICD10CM,Cerebral infarction due to embolism of other cerebral artery,cevd
I63.50,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery,cevd
I63.511,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery,cevd
I63.512,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,cevd
I63.519,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery,cevd
I63.521,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery,cevd
I63.522,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery,cevd
I63.529,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery,cevd
I63.531,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,cevd
I63.532,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery,cevd
I63.539,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery,cevd
I63.541,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery,cevd
I63.542,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery,cevd
I63.549,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,cevd
I63.59,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery,cevd
I65.01,ICD10CM,Occlusion and stenosis of right vertebral artery,cevd
I65.02,ICD10CM,Occlusion and stenosis of left vertebral artery,cevd
I65.03,ICD10CM,Occlusion and stenosis of bilateral vertebral arteries,cevd
I65.09,ICD10CM,Occlusion and stenosis of unspecified vertebral artery,cevd
I65.21,ICD10CM,Occlusion and stenosis of right carotid artery,cevd
I65.22,ICD10CM,Occlusion and stenosis of left carotid artery,cevd
I65.23,ICD10CM,Occlusion and stenosis of bilateral carotid arteries,cevd
I65.29,ICD10CM,Occlusion and stenosis of unspecified carotid artery,cevd
I66.01,ICD10CM,Occlusion and stenosis of right middle cerebral artery,cevd
I66.02,ICD10CM,Occlusion and stenosis of left middle cerebral artery,cevd
I66.03,ICD10CM,Occlusion and stenosis of bilateral middle cerebral arteries,cevd
I66.09,ICD10CM,Occlusion and stenosis of unspecified middle cerebral artery,cevd
I66.11,ICD10CM,Occlusion and stenosis of right anterior cerebral artery,cevd
I66.12,ICD10CM,Occlusion and stenosis of left anterior cerebral artery,cevd
I66.13,ICD10CM,Occlusion and stenosis of bilateral anterior cerebral arteries,cevd
I66.19,ICD10CM,Occlusion and stenosis of unspecified anterior cerebral artery,cevd
I66.21,ICD10CM,Occlusion and stenosis of right posterior cerebral artery,cevd
I66.22,ICD10CM,Occlusion and stenosis of left posterior cerebral artery,cevd
I66.23,ICD10CM,Occlusion and stenosis of bilateral posterior cerebral arteries,cevd
I66.29,ICD10CM,Occlusion and stenosis of unspecified posterior cerebral artery,cevd
I69.00,ICD10CM,Unspecified sequelae of nontraumatic subarachnoid hemorrhage,cevd
